blk_no,street,max_floor_lvl,year_completed,bldg_contract_town,room_type,units,postal,latitude,longitude,town,country,population,town_latitude,town_longitude
325,SERANGOON AVE 3,13,1985,SGN,4room_sold,96,550325,1.3511,103.8687,Serangoon,Singapore,120670,1.35554,103.8766
327,SERANGOON AVE 3,13,1985,SGN,4room_sold,96,550327,1.3505,103.8684,Serangoon,Singapore,120670,1.35554,103.8766
241,SERANGOON AVE 3,11,1985,SGN,4room_sold,48,550241,1.3529,103.8701,Serangoon,Singapore,120670,1.35554,103.8766
243,SERANGOON AVE 2,13,1985,SGN,4room_sold,48,550243,1.3530000000000002,103.8691,Serangoon,Singapore,120670,1.35554,103.8766
244,SERANGOON AVE 2,4,1985,SGN,4room_sold,8,550244,1.3524,103.8685,Serangoon,Singapore,120670,1.35554,103.8766
245,SERANGOON AVE 2,13,1985,SGN,4room_sold,48,550245,1.3524,103.8693,Serangoon,Singapore,120670,1.35554,103.8766
406,SIN MING AVE,13,1985,BH,4room_sold,69,570406,1.3635,103.8336,Bishan,Singapore,90700,1.3486200000000002,103.849508
407,SIN MING AVE,13,1985,BH,4room_sold,48,570407,1.3633,103.8341,Bishan,Singapore,90700,1.3486200000000002,103.849508
104,BISHAN ST 12,4,1985,BH,4room_sold,8,570104,1.3458,103.8482,Bishan,Singapore,90700,1.3486200000000002,103.849508
105,BISHAN ST 12,9,1985,BH,4room_sold,50,570105,1.3459999999999999,103.8476,Bishan,Singapore,90700,1.3486200000000002,103.849508
108,BISHAN ST 12,4,1985,BH,4room_sold,16,570108,1.3467,103.8475,Bishan,Singapore,90700,1.3486200000000002,103.849508
110,BISHAN ST 12,9,1985,BH,4room_sold,50,570110,1.3474,103.8478,Bishan,Singapore,90700,1.3486200000000002,103.849508
115,BISHAN ST 12,9,1985,BH,4room_sold,50,570115,1.3477,103.8483,Bishan,Singapore,90700,1.3486200000000002,103.849508
612,HOUGANG AVE 8,4,1985,HG,4room_sold,28,530612,1.3695,103.8852,Hougang,Singapore,224390,1.37114,103.89144
617,HOUGANG AVE 8,12,1985,HG,4room_sold,68,530617,1.3694,103.8836,Hougang,Singapore,224390,1.37114,103.89144
4,DELTA AVE,16,1985,BM,4room_sold,120,161004,1.2919999999999998,103.8265,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
5,DELTA AVE,13,1985,BM,4room_sold,168,160005,1.2921,103.8276,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
347,WOODLANDS AVE 3,12,1985,WL,4room_sold,48,730347,1.4331,103.7817,Woodlands,Singapore,250170,1.43585,103.78698
348,WOODLANDS AVE 3,13,1985,WL,4room_sold,54,730348,1.4331,103.7818,Woodlands,Singapore,250170,1.43585,103.78698
350,WOODLANDS AVE 3,12,1985,WL,4room_sold,70,730350,1.4336,103.7823,Woodlands,Singapore,250170,1.43585,103.78698
840,WOODLANDS ST 82,12,1985,WL,4room_sold,114,730840,1.444,103.7924,Woodlands,Singapore,250170,1.43585,103.78698
842,WOODLANDS ST 82,12,1985,WL,4room_sold,136,730842,1.443,103.7925,Woodlands,Singapore,250170,1.43585,103.78698
843,WOODLANDS ST 82,12,1985,WL,4room_sold,136,730843,1.443,103.7928,Woodlands,Singapore,250170,1.43585,103.78698
845,WOODLANDS ST 82,12,1985,WL,4room_sold,136,730845,1.4429,103.7928,Woodlands,Singapore,250170,1.43585,103.78698
311,UBI AVE 1,12,1985,GL,4room_sold,48,400311,1.3299,103.9031,Geylang,Singapore,116960,1.3205559999999998,103.886944
312,UBI AVE 1,4,1985,GL,4room_sold,8,400312,1.3301,103.9033,Geylang,Singapore,116960,1.3205559999999998,103.886944
316,UBI AVE 1,12,1985,GL,4room_sold,46,400316,1.3293,103.9025,Geylang,Singapore,116960,1.3205559999999998,103.886944
317,UBI AVE 1,4,1985,GL,4room_sold,8,400317,1.3287,103.9027,Geylang,Singapore,116960,1.3205559999999998,103.886944
207,SERANGOON CTRL,12,1985,SGN,4room_sold,57,550207,1.3537,103.8735,Serangoon,Singapore,120670,1.35554,103.8766
209,SERANGOON CTRL,11,1985,SGN,4room_sold,41,550209,1.3544,103.8742,Serangoon,Singapore,120670,1.35554,103.8766
210,SERANGOON CTRL,12,1985,SGN,4room_sold,57,550210,1.3548,103.8733,Serangoon,Singapore,120670,1.35554,103.8766
201,SERANGOON CTRL,12,1985,SGN,4room_sold,57,550201,1.3508,103.8733,Serangoon,Singapore,120670,1.35554,103.8766
206,SERANGOON CTRL,12,1985,SGN,4room_sold,57,550206,1.3534,103.8734,Serangoon,Singapore,120670,1.35554,103.8766
409,TAMPINES ST 41,12,1985,TAP,4room_sold,88,520409,1.3591,103.9457,Tampines,Singapore,258310,1.36819,103.92948
413,TAMPINES ST 41,4,1985,TAP,4room_sold,8,520413,1.3593,103.9457,Tampines,Singapore,258310,1.36819,103.92948
415,TAMPINES ST 41,4,1985,TAP,4room_sold,8,520415,1.3593,103.9469,Tampines,Singapore,258310,1.36819,103.92948
416,TAMPINES ST 41,12,1985,TAP,4room_sold,88,520416,1.3591,103.9477,Tampines,Singapore,258310,1.36819,103.92948
434,TAMPINES ST 43,12,1985,TAP,4room_sold,44,520434,1.3594,103.9516,Tampines,Singapore,258310,1.36819,103.92948
436,TAMPINES ST 43,12,1985,TAP,4room_sold,44,520436,1.3595,103.9516,Tampines,Singapore,258310,1.36819,103.92948
437,TAMPINES ST 43,12,1985,TAP,4room_sold,44,520437,1.3601,103.9516,Tampines,Singapore,258310,1.36819,103.92948
438,TAMPINES ST 43,12,1985,TAP,4room_sold,44,520438,1.3604,103.9516,Tampines,Singapore,258310,1.36819,103.92948
830,TAMPINES ST 82,4,1985,TAP,4room_sold,16,520830,1.3501,103.9348,Tampines,Singapore,258310,1.36819,103.92948
831,TAMPINES ST 83,4,1985,TAP,4room_sold,16,520831,1.3503,103.9344,Tampines,Singapore,258310,1.36819,103.92948
834,TAMPINES ST 82,4,1985,TAP,4room_sold,8,520834,1.3503,103.9357,Tampines,Singapore,258310,1.36819,103.92948
321,UBI AVE 1,4,1985,GL,4room_sold,8,400321,1.3279,103.9039,Geylang,Singapore,116960,1.3205559999999998,103.886944
322,UBI AVE 1,12,1985,GL,4room_sold,48,400322,1.3281,103.9049,Geylang,Singapore,116960,1.3205559999999998,103.886944
328,UBI AVE 1,4,1985,GL,4room_sold,8,400328,1.3276,103.9046,Geylang,Singapore,116960,1.3205559999999998,103.886944
329,UBI AVE 1,10,1985,GL,4room_sold,62,400329,1.3272,103.9049,Geylang,Singapore,116960,1.3205559999999998,103.886944
330,UBI AVE 1,10,1985,GL,4room_sold,62,400330,1.3266,103.904,Geylang,Singapore,116960,1.3205559999999998,103.886944
845,TAMPINES ST 83,12,1985,TAP,4room_sold,44,520845,1.3519999999999999,103.9349,Tampines,Singapore,258310,1.36819,103.92948
847,TAMPINES ST 83,12,1985,TAP,4room_sold,44,520847,1.3525,103.9349,Tampines,Singapore,258310,1.36819,103.92948
851,TAMPINES ST 83,12,1985,TAP,4room_sold,44,520851,1.3530000000000002,103.935,Tampines,Singapore,258310,1.36819,103.92948
853,TAMPINES ST 83,12,1985,TAP,4room_sold,44,520853,1.3532,103.9349,Tampines,Singapore,258310,1.36819,103.92948
435,TAMPINES ST 43,4,1985,TAP,4room_sold,32,520435,1.3604,103.9514,Tampines,Singapore,258310,1.36819,103.92948
439,TAMPINES ST 43,4,1985,TAP,4room_sold,8,520439,1.3605,103.9513,Tampines,Singapore,258310,1.36819,103.92948
443,TAMPINES ST 43,12,1985,TAP,4room_sold,48,520443,1.3591,103.9521,Tampines,Singapore,258310,1.36819,103.92948
757,YISHUN ST 72,12,1985,YS,4room_sold,48,760757,1.4266,103.8343,Yishun,Singapore,210440,1.43621,103.83582
758,YISHUN ST 72,12,1985,YS,4room_sold,48,760758,1.4259,103.8343,Yishun,Singapore,210440,1.43621,103.83582
770,YISHUN AVE 3,12,1985,YS,4room_sold,96,760770,1.4243,103.8322,Yishun,Singapore,210440,1.43621,103.83582
773,YISHUN AVE 3,12,1985,YS,4room_sold,68,760773,1.4234,103.8325,Yishun,Singapore,210440,1.43621,103.83582
774,YISHUN AVE 3,12,1985,YS,4room_sold,67,760774,1.4237,103.8319,Yishun,Singapore,210440,1.43621,103.83582
728,YISHUN ST 71,10,1985,YS,4room_sold,56,760728,1.4259,103.8307,Yishun,Singapore,210440,1.43621,103.83582
336,UBI AVE 1,10,1985,GL,4room_sold,66,400336,1.3259,103.9021,Geylang,Singapore,116960,1.3205559999999998,103.886944
337,UBI AVE 1,4,1985,GL,4room_sold,6,400337,1.3259,103.9012,Geylang,Singapore,116960,1.3205559999999998,103.886944
340,UBI AVE 1,4,1985,GL,4room_sold,6,400340,1.3263,103.9011,Geylang,Singapore,116960,1.3205559999999998,103.886944
122,BISHAN ST 12,12,1985,BH,4room_sold,114,570122,1.3467,103.8506,Bishan,Singapore,90700,1.3486200000000002,103.849508
123,BISHAN ST 12,13,1985,BH,4room_sold,96,570123,1.3464,103.8504,Bishan,Singapore,90700,1.3486200000000002,103.849508
130,BISHAN ST 12,13,1985,BH,4room_sold,96,570130,1.3458,103.851,Bishan,Singapore,90700,1.3486200000000002,103.849508
131,BISHAN ST 12,13,1985,BH,4room_sold,96,570131,1.3457,103.851,Bishan,Singapore,90700,1.3486200000000002,103.849508
126,TAMPINES ST 11,10,1985,TAP,4room_sold,13,521126,1.3458,103.9505,Tampines,Singapore,258310,1.36819,103.92948
127,TAMPINES ST 11,10,1985,TAP,4room_sold,16,521127,1.3456,103.9505,Tampines,Singapore,258310,1.36819,103.92948
461,TAMPINES ST 44,12,1985,TAP,4room_sold,48,520461,1.359,103.9543,Tampines,Singapore,258310,1.36819,103.92948
464,TAMPINES ST 44,4,1985,TAP,4room_sold,32,520464,1.3605,103.9549,Tampines,Singapore,258310,1.36819,103.92948
468,TAMPINES ST 44,4,1985,TAP,4room_sold,8,520468,1.3605,103.9549,Tampines,Singapore,258310,1.36819,103.92948
470,TAMPINES ST 44,12,1985,TAP,4room_sold,48,520470,1.3607,103.9544,Tampines,Singapore,258310,1.36819,103.92948
512,HOUGANG AVE 10,13,1985,HG,4room_sold,101,530512,1.3715,103.8886,Hougang,Singapore,224390,1.37114,103.89144
513,HOUGANG AVE 10,12,1985,HG,4room_sold,74,530513,1.3722,103.8896,Hougang,Singapore,224390,1.37114,103.89144
514,HOUGANG AVE 10,4,1985,HG,4room_sold,8,530514,1.3721,103.8893,Hougang,Singapore,224390,1.37114,103.89144
463,TAMPINES ST 44,12,1985,TAP,4room_sold,44,520463,1.3594,103.9548,Tampines,Singapore,258310,1.36819,103.92948
465,TAMPINES ST 44,12,1985,TAP,4room_sold,44,520465,1.3595,103.9547,Tampines,Singapore,258310,1.36819,103.92948
467,TAMPINES ST 44,12,1985,TAP,4room_sold,44,520467,1.3601,103.9548,Tampines,Singapore,258310,1.36819,103.92948
469,TAMPINES ST 44,12,1985,TAP,4room_sold,44,520469,1.3602,103.9545,Tampines,Singapore,258310,1.36819,103.92948
507,HOUGANG AVE 8,12,1985,HG,4room_sold,110,530507,1.3726,103.8876,Hougang,Singapore,224390,1.37114,103.89144
509,HOUGANG AVE 10,4,1985,HG,4room_sold,48,530509,1.3722,103.88799999999999,Hougang,Singapore,224390,1.37114,103.89144
510,HOUGANG AVE 10,4,1985,HG,4room_sold,24,530510,1.3722,103.88799999999999,Hougang,Singapore,224390,1.37114,103.89144
515,HOUGANG AVE 10,12,1985,HG,4room_sold,114,530515,1.3725,103.889,Hougang,Singapore,224390,1.37114,103.89144
516,HOUGANG AVE 10,12,1985,HG,4room_sold,114,530516,1.3726,103.889,Hougang,Singapore,224390,1.37114,103.89144
52,TEBAN GDNS RD,13,1985,JE,4room_sold,82,600052,1.3209,103.7375,Jurong East,Singapore,84980,1.34992,103.72879
53,TEBAN GDNS RD,13,1985,JE,4room_sold,78,600053,1.3213,103.7375,Jurong East,Singapore,84980,1.34992,103.72879
323,SERANGOON AVE 3,12,1985,SGN,4room_sold,68,550323,1.3513,103.8693,Serangoon,Singapore,120670,1.35554,103.8766
329,SERANGOON AVE 3,12,1985,SGN,4room_sold,94,550329,1.3497,103.869,Serangoon,Singapore,120670,1.35554,103.8766
778,YISHUN AVE 2,12,1985,YS,4room_sold,44,760778,1.4221,103.8338,Yishun,Singapore,210440,1.43621,103.83582
781,YISHUN RING RD,12,1985,YS,4room_sold,44,760781,1.422,103.8323,Yishun,Singapore,210440,1.43621,103.83582
783,YISHUN RING RD,12,1985,YS,4room_sold,66,760783,1.4219,103.8323,Yishun,Singapore,210440,1.43621,103.83582
784,YISHUN AVE 2,12,1985,YS,4room_sold,66,760784,1.4217,103.8336,Yishun,Singapore,210440,1.43621,103.83582
501,BT BATOK ST 52,8,1986,BB,4room_sold,29,650501,1.3516,103.755,Bukit Batok,Singapore,139270,1.3494,103.7527
503,BT BATOK ST 52,8,1986,BB,4room_sold,29,650503,1.3516,103.7537,Bukit Batok,Singapore,139270,1.3494,103.7527
508,BT BATOK ST 52,4,1985,BB,4room_sold,8,650508,1.3526,103.7545,Bukit Batok,Singapore,139270,1.3494,103.7527
509,BT BATOK ST 52,4,1985,BB,4room_sold,8,650509,1.3526,103.7541,Bukit Batok,Singapore,139270,1.3494,103.7527
510,BT BATOK ST 52,9,1986,BB,4room_sold,77,650510,1.3525,103.7549,Bukit Batok,Singapore,139270,1.3494,103.7527
511,BT BATOK ST 52,9,1986,BB,4room_sold,77,650511,1.3526,103.7538,Bukit Batok,Singapore,139270,1.3494,103.7527
324,WOODLANDS ST 32,4,1985,WL,4room_sold,16,730324,1.4312,103.7796,Woodlands,Singapore,250170,1.43585,103.78698
327,WOODLANDS ST 32,4,1985,WL,4room_sold,16,730327,1.4302,103.7801,Woodlands,Singapore,250170,1.43585,103.78698
329,WOODLANDS ST 32,4,1985,WL,4room_sold,32,730329,1.4304,103.7789,Woodlands,Singapore,250170,1.43585,103.78698
332,WOODLANDS AVE 1,4,1985,WL,4room_sold,16,730332,1.4298,103.7791,Woodlands,Singapore,250170,1.43585,103.78698
338,WOODLANDS AVE 1,4,1985,WL,4room_sold,24,730338,1.4312,103.781,Woodlands,Singapore,250170,1.43585,103.78698
343,WOODLANDS AVE 1,4,1985,WL,4room_sold,24,730343,1.4313,103.7809,Woodlands,Singapore,250170,1.43585,103.78698
407,BT BATOK WEST AVE 4,12,1985,BB,4room_sold,46,650407,1.3647,103.7458,Bukit Batok,Singapore,139270,1.3494,103.7527
408,BT BATOK WEST AVE 4,12,1985,BB,4room_sold,46,650408,1.3647,103.745,Bukit Batok,Singapore,139270,1.3494,103.7527
409,BT BATOK WEST AVE 4,12,1985,BB,4room_sold,46,650409,1.3644,103.7458,Bukit Batok,Singapore,139270,1.3494,103.7527
536,BT BATOK ST 52,12,1985,BB,4room_sold,66,650536,1.3554,103.7512,Bukit Batok,Singapore,139270,1.3494,103.7527
540,BT BATOK ST 52,12,1985,BB,4room_sold,44,650540,1.3545,103.7513,Bukit Batok,Singapore,139270,1.3494,103.7527
713,YISHUN ST 71,8,1985,YS,4room_sold,86,760713,1.4273,103.8274,Yishun,Singapore,210440,1.43621,103.83582
715,YISHUN ST 71,8,1985,YS,4room_sold,89,760715,1.4265,103.82700000000001,Yishun,Singapore,210440,1.43621,103.83582
775,YISHUN RING RD,13,1985,YS,4room_sold,36,760775,1.4221,103.8326,Yishun,Singapore,210440,1.43621,103.83582
776,YISHUN AVE 2,13,1986,YS,4room_sold,36,760776,1.4225,103.834,Yishun,Singapore,210440,1.43621,103.83582
782,YISHUN RING RD,4,1985,YS,4room_sold,16,760782,1.4219,103.8319,Yishun,Singapore,210440,1.43621,103.83582
794,YISHUN RING RD,13,1986,YS,4room_sold,54,760794,1.4202,103.8321,Yishun,Singapore,210440,1.43621,103.83582
795,YISHUN RING RD,13,1986,YS,4room_sold,30,760795,1.4198,103.8328,Yishun,Singapore,210440,1.43621,103.83582
625,HOUGANG AVE 8,4,1985,HG,4room_sold,8,530625,1.3701,103.8816,Hougang,Singapore,224390,1.37114,103.89144
626,HOUGANG AVE 8,12,1986,HG,4room_sold,68,530626,1.3697,103.8822,Hougang,Singapore,224390,1.37114,103.89144
627,HOUGANG AVE 8,13,1986,HG,4room_sold,88,530627,1.3695,103.8822,Hougang,Singapore,224390,1.37114,103.89144
629,HOUGANG AVE 8,12,1986,HG,4room_sold,66,530629,1.3698,103.8806,Hougang,Singapore,224390,1.37114,103.89144
672,HOUGANG AVE 8,4,1986,HG,4room_sold,16,530672,1.3726,103.8842,Hougang,Singapore,224390,1.37114,103.89144
674,HOUGANG AVE 8,13,1986,HG,4room_sold,74,530674,1.3719999999999999,103.8847,Hougang,Singapore,224390,1.37114,103.89144
675,HOUGANG AVE 8,13,1986,HG,4room_sold,120,530675,1.3718,103.8845,Hougang,Singapore,224390,1.37114,103.89144
676,HOUGANG AVE 8,13,1986,HG,4room_sold,96,530676,1.3715,103.8842,Hougang,Singapore,224390,1.37114,103.89144
677,HOUGANG AVE 8,13,1986,HG,4room_sold,48,530677,1.3711,103.8842,Hougang,Singapore,224390,1.37114,103.89144
679,HOUGANG AVE 8,4,1986,HG,4room_sold,16,530679,1.3712,103.8852,Hougang,Singapore,224390,1.37114,103.89144
680,HOUGANG AVE 8,9,1986,HG,4room_sold,88,530680,1.3718,103.8857,Hougang,Singapore,224390,1.37114,103.89144
43,LENGKOK BAHRU,4,1986,BM,4room_sold,22,150043,1.287,103.811,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
48,LENGKOK BAHRU,12,1986,BM,4room_sold,81,151048,1.2871,103.8113,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
50,HOY FATT RD,12,1986,BM,4room_sold,74,150050,1.2878,103.8116,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
53,LENGKOK BAHRU,12,1986,BM,4room_sold,70,150053,1.2893,103.8135,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
54,LENGKOK BAHRU,4,1986,BM,4room_sold,20,150054,1.2891,103.8137,Bukit Merah,Singapore,152790,1.281906,103.82391899999999
332,SERANGOON AVE 3,12,1985,SGN,4room_sold,138,550332,1.3507,103.87,Serangoon,Singapore,120670,1.35554,103.8766
333,SERANGOON AVE 3,12,1985,SGN,4room_sold,48,550333,1.3506,103.8704,Serangoon,Singapore,120670,1.35554,103.8766
334,SERANGOON AVE 3,12,1986,SGN,4room_sold,48,550334,1.3501,103.8706,Serangoon,Singapore,120670,1.35554,103.8766
335,SERANGOON AVE 3,12,1985,SGN,4room_sold,138,550335,1.3498,103.87100000000001,Serangoon,Singapore,120670,1.35554,103.8766
420,BT BATOK WEST AVE 2,12,1985,BB,4room_sold,46,650420,1.3624,103.7457,Bukit Batok,Singapore,139270,1.3494,103.7527
421,BT BATOK WEST AVE 2,12,1985,BB,4room_sold,46,650421,1.3624,103.7449,Bukit Batok,Singapore,139270,1.3494,103.7527
422,BT BATOK WEST AVE 2,12,1985,BB,4room_sold,46,650422,1.3621,103.7458,Bukit Batok,Singapore,139270,1.3494,103.7527
423,BT BATOK WEST AVE 2,12,1985,BB,4room_sold,46,650423,1.3621,103.7449,Bukit Batok,Singapore,139270,1.3494,103.7527
411,BT BATOK WEST AVE 4,12,1985,BB,4room_sold,66,650411,1.3641,103.7463,Bukit Batok,Singapore,139270,1.3494,103.7527
414,BT BATOK WEST AVE 4,12,1985,BB,4room_sold,44,650414,1.3637,103.7459,Bukit Batok,Singapore,139270,1.3494,103.7527
416,BT BATOK WEST AVE 4,12,1985,BB,4room_sold,44,650416,1.3631,103.74600000000001,Bukit Batok,Singapore,139270,1.3494,103.7527
417,BT BATOK WEST AVE 4,12,1985,BB,4room_sold,66,650417,1.3630000000000002,103.7463,Bukit Batok,Singapore,139270,1.3494,103.7527
502,HOUGANG AVE 8,10,1985,HG,4room_sold,62,530502,1.3727,103.887,Hougang,Singapore,224390,1.37114,103.89144
503,HOUGANG AVE 8,10,1986,HG,4room_sold,62,530503,1.3735,103.8876,Hougang,Singapore,224390,1.37114,103.89144
505,HOUGANG AVE 8,4,1985,HG,4room_sold,8,530505,1.3731,103.8876,Hougang,Singapore,224390,1.37114,103.89144
648,HOUGANG AVE 8,13,1986,HG,4room_sold,120,530648,1.3719999999999999,103.8798,Hougang,Singapore,224390,1.37114,103.89144
650,HOUGANG AVE 8,13,1987,HG,4room_sold,148,530650,1.3722,103.8813,Hougang,Singapore,224390,1.37114,103.89144
653,YISHUN AVE 4,12,1986,YS,4room_sold,110,760653,1.423,103.8397,Yishun,Singapore,210440,1.43621,103.83582
655,YISHUN AVE 4,12,1986,YS,4room_sold,132,760655,1.4226,103.8396,Yishun,Singapore,210440,1.43621,103.83582
660,YISHUN AVE 4,12,1986,YS,4room_sold,132,760660,1.4219,103.84,Yishun,Singapore,210440,1.43621,103.83582
662,YISHUN AVE 4,12,1986,YS,4room_sold,132,760662,1.4203,103.8405,Yishun,Singapore,210440,1.43621,103.83582
800,YISHUN RING RD,13,1986,YS,4room_sold,120,760800,1.4186,103.8321,Yishun,Singapore,210440,1.43621,103.83582
801,YISHUN RING RD,4,1985,YS,4room_sold,8,760801,1.4181,103.8321,Yishun,Singapore,210440,1.43621,103.83582
804,YISHUN RING RD,13,1986,YS,4room_sold,88,760804,1.4178,103.8313,Yishun,Singapore,210440,1.43621,103.83582
805,YISHUN RING RD,13,1986,YS,4room_sold,88,760805,1.4175,103.8316,Yishun,Singapore,210440,1.43621,103.83582
238,LOR 1 TOA PAYOH,22,1986,TP,4room_sold,42,310238,1.3404,103.8518,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
239,LOR 1 TOA PAYOH,22,1986,TP,4room_sold,42,310239,1.3404,103.8513,Toa Payoh,Singapore,124940,1.33447,103.85106999999999
634,YISHUN ST 61,12,1986,YS,4room_sold,110,760634,1.4188,103.8392,Yishun,Singapore,210440,1.43621,103.83582
635,YISHUN ST 61,12,1986,YS,4room_sold,110,760635,1.4192,103.839,Yishun,Singapore,210440,1.43621,103.83582
638,YISHUN ST 61,12,1986,YS,4room_sold,110,760638,1.4202,103.8386,Yishun,Singapore,210440,1.43621,103.83582
639,YISHUN ST 61,12,1986,YS,4room_sold,110,760639,1.4207,103.8385,Yishun,Singapore,210440,1.43621,103.83582
610,YISHUN ST 61,12,1985,YS,4room_sold,110,760610,1.4207,103.8361,Yishun,Singapore,210440,1.43621,103.83582
642,YISHUN ST 61,12,1986,YS,4room_sold,110,760642,1.4211,103.8375,Yishun,Singapore,210440,1.43621,103.83582
646,YISHUN ST 61,12,1986,YS,4room_sold,132,760646,1.4222,103.8378,Yishun,Singapore,210440,1.43621,103.83582
802,YISHUN RING RD,12,1986,YS,4room_sold,44,760802,1.4187,103.8318,Yishun,Singapore,210440,1.43621,103.83582
806,YISHUN RING RD,12,1986,YS,4room_sold,44,760806,1.4171,103.831,Yishun,Singapore,210440,1.43621,103.83582
808,YISHUN RING RD,12,1986,YS,4room_sold,44,760808,1.4169999999999998,103.831,Yishun,Singapore,210440,1.43621,103.83582
785,YISHUN AVE 2,13,1987,YS,4room_sold,39,760785,1.4217,103.8341,Yishun,Singapore,210440,1.43621,103.83582
786,YISHUN RING RD,13,1987,YS,4room_sold,39,760786,1.4215,103.8324,Yishun,Singapore,210440,1.43621,103.83582
787,YISHUN RING RD,13,1987,YS,4room_sold,39,760787,1.4209,103.8322,Yishun,Singapore,210440,1.43621,103.83582
788,YISHUN AVE 2,13,1987,YS,4room_sold,39,760788,1.421,103.8336,Yishun,Singapore,210440,1.43621,103.83582
428,WOODLANDS ST 41,12,1985,WL,4room_sold,114,730428,1.4269,103.7726,Woodlands,Singapore,250170,1.43585,103.78698
436,WOODLANDS ST 41,12,1985,WL,4room_sold,136,730436,1.4268,103.7746,Woodlands,Singapore,250170,1.43585,103.78698
437,WOODLANDS ST 41,12,1985,WL,4room_sold,114,730437,1.4269,103.7747,Woodlands,Singapore,250170,1.43585,103.78698
853,WOODLANDS ST 83,12,1985,WL,4room_sold,110,730853,1.4395,103.79299999999999,Woodlands,Singapore,250170,1.43585,103.78698
854,WOODLANDS ST 83,12,1985,WL,4room_sold,114,730854,1.4397,103.7931,Woodlands,Singapore,250170,1.43585,103.78698
855,WOODLANDS ST 83,12,1985,WL,4room_sold,136,730855,1.44,103.7932,Woodlands,Singapore,250170,1.43585,103.78698
830,WOODLANDS ST 83,12,1986,WL,4room_sold,8,730830,1.4394,103.7908,Woodlands,Singapore,250170,1.43585,103.78698
835,WOODLANDS ST 83,12,1986,WL,4room_sold,8,730835,1.4403,103.791,Woodlands,Singapore,250170,1.43585,103.78698
628,YISHUN ST 61,12,1986,YS,4room_sold,44,760628,1.4180000000000001,103.8369,Yishun,Singapore,210440,1.43621,103.83582
629,YISHUN ST 61,12,1986,YS,4room_sold,44,760629,1.4184,103.8378,Yishun,Singapore,210440,1.43621,103.83582
790,YISHUN AVE 2,13,1986,YS,4room_sold,54,760790,1.4202,103.8339,Yishun,Singapore,210440,1.43621,103.83582
796,YISHUN RING RD,13,1986,YS,4room_sold,30,760796,1.4192,103.8329,Yishun,Singapore,210440,1.43621,103.83582
525,BT BATOK ST 52,4,1986,BB,4room_sold,16,650525,1.357,103.7521,Bukit Batok,Singapore,139270,1.3494,103.7527
527,BT BATOK ST 51,4,1986,BB,4room_sold,16,650527,1.3572,103.7515,Bukit Batok,Singapore,139270,1.3494,103.7527
530,BT BATOK ST 51,4,1986,BB,4room_sold,16,650530,1.3563,103.751,Bukit Batok,Singapore,139270,1.3494,103.7527
636,HOUGANG AVE 8,13,1987,HG,4room_sold,120,530636,1.3705,103.8791,Hougang,Singapore,224390,1.37114,103.89144
637,HOUGANG AVE 8,13,1987,HG,4room_sold,120,530637,1.3711,103.8793,Hougang,Singapore,224390,1.37114,103.89144
